No.,Time,Source,Destination,Protocol,Length,Info,attack,label_scenario,syn_flag,ack_flag,syn_ack_flag,fin_flag,rst_flag,is_retransmission,is_modbus,is_tcp,is_udp,src_port,dst_port,packet_length,time_delta,is_syn_only,syn_ack_ratio,half_open_conn_count,same_src_ip_freq,syn_packet_density,retransmission_rate,unique_dst_port_count,avg_time_between_syns,split
158044,2019.4793793,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60574  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60574.0,80.0,54.0,0.0119989999998324,1,25.0,25.0,0.5,75.62470544179614,0.0,26,0.0133213749999943,train
158045,2019.4794649,10.128.187.49,10.128.187.151,TCP,54,"80  >  60574 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60574.0,54.0,8.560000014767866e-05,0,25.0,25.0,0.5,78.17420088768056,0.0,26,0.0133213749999943,train
158046,2019.488237,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60529  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60529.0,80.0,54.0,0.0087720999999874,1,25.0,25.0,0.5,76.10456645662323,0.0,26,0.0127686708333385,train
158047,2019.4883226,10.128.187.49,10.128.187.151,TCP,54,"80  >  60529 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60529.0,54.0,8.559999992030498e-05,0,25.0,25.0,0.5,81.5571012257259,0.0,26,0.0127686708333385,train
158048,2019.5008225,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60578  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60578.0,80.0,54.0,0.0124998999999661,1,25.0,25.0,0.5,78.37985700381549,0.0,26,0.0123459999999984,test
158049,2019.5009029,10.128.187.49,10.128.187.151,TCP,54,"80  >  60578 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60578.0,54.0,8.040000011533266e-05,0,25.0,25.0,0.5,84.34991855169615,0.0,26,0.0123459999999984,train
158050,2019.5104076,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60687  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60687.0,80.0,54.0,0.0095046999999794,1,25.0,25.0,0.5,81.75069439042184,0.0,26,0.0123111874999987,train
158051,2019.5104779,10.128.187.49,10.128.187.151,TCP,54,"80  >  60687 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60687.0,54.0,7.030000006125192e-05,0,25.0,25.0,0.5,84.59126179032114,0.0,26,0.0123111874999987,train
158052,2019.5208934,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60634  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60634.0,80.0,54.0,0.0104154999999082,1,25.0,25.0,0.5,81.7373569473826,0.0,26,0.0123360749999979,train
158053,2019.5209591,10.128.187.49,10.128.187.151,TCP,54,"80  >  60634 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60634.0,54.0,6.570000005012844e-05,0,25.0,25.0,0.5,84.42195443578237,0.0,26,0.0123360749999979,train
158054,2019.532394,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60705  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60705.0,80.0,54.0,0.0114349000000402,1,25.0,25.0,0.5,81.30300752829949,0.0,26,0.0118687583333401,train
158055,2019.5324101,10.128.187.49,10.128.187.151,TCP,54,"80  >  60705 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60705.0,54.0,1.6100000038932194e-05,0,25.0,25.0,0.5,87.76046868296513,0.0,26,0.0118687583333401,test
158056,2019.5430302,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60644  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60644.0,80.0,54.0,0.0106200999998691,1,25.0,25.0,0.5,84.62971958791458,0.0,26,0.011832612500001,train
158057,2019.5430455,10.128.187.49,10.128.187.151,TCP,54,"80  >  60644 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60644.0,54.0,1.5300000086426735e-05,0,25.0,25.0,0.5,88.02878893509907,0.0,26,0.011832612500001,train
158058,2019.5542962,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52841  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52841.0,80.0,54.0,0.0112506999998913,1,25.0,25.0,0.5,84.6958639283228,0.0,26,0.0119383291666679,train
158059,2019.5543714,10.128.187.49,10.128.187.151,TCP,54,"80  >  52841 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52841.0,54.0,7.520000008298666e-05,0,25.0,25.0,0.5,87.23107966601705,0.0,26,0.0119383291666679,train
158060,2019.5659558,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52842  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52842.0,80.0,54.0,0.0115843999999469,1,25.0,25.0,0.5,83.85226706341305,0.0,26,0.0119293500000026,train
158061,2019.5660369,10.128.187.49,10.128.187.151,TCP,54,"80  >  52842 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52842.0,54.0,8.109999998850981e-05,0,25.0,25.0,0.5,87.29492240352785,0.0,26,0.0119293500000026,train
158062,2019.6079018,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52839  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52839.0,80.0,54.0,0.0418649000000641,1,25.0,25.0,0.5,76.18492702548549,0.0,26,0.0127368791666716,train
158063,2019.6079764,10.128.187.49,10.128.187.151,TCP,54,"80  >  52839 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52839.0,54.0,7.460000006176415e-05,0,25.0,25.0,0.5,81.76355484383728,0.0,26,0.0127368791666716,train
158064,2019.6184702,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52904  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52904.0,80.0,54.0,0.0104937999999492,1,25.0,25.0,0.5,79.0690098503949,0.0,26,0.0126071874999998,train
158065,2019.6184702,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52849  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52849.0,80.0,54.0,0.0,1,26.0,26.0,0.52,85.92981847325944,0.0,25,0.0121028999999998,test
158066,2019.6185491,10.128.187.49,10.128.187.151,TCP,54,"80  >  52904 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52904.0,54.0,7.890000006227638e-05,0,25.0,25.0,0.5,82.62539891538509,0.0,26,0.0122970333333398,train
158067,2019.6186081,10.128.187.49,10.128.187.151,TCP,54,"80  >  52849 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52849.0,54.0,5.899999996472616e-05,0,25.0,25.0,0.5,84.66921600026157,0.0,26,0.0122970333333398,train
158068,2019.6187064,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52854  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52854.0,80.0,54.0,9.829999999055872e-05,1,25.0,25.0,0.5,84.66253513494557,0.0,26,0.0117644333333354,train
158069,2019.6187162,10.128.187.49,10.128.187.151,TCP,54,"80  >  52854 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52854.0,54.0,9.80000004346948e-06,0,25.0,25.0,0.5,88.54064476002868,0.0,26,0.0117644333333354,train
158070,2019.6208512,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52903  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52903.0,80.0,54.0,0.0021349999999529,1,25.0,25.0,0.5,87.89941494150506,0.0,26,0.0114862374999991,test
158071,2019.6208896,10.128.187.49,10.128.187.151,TCP,54,"80  >  52903 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52903.0,54.0,3.839999999399879e-05,0,25.0,25.0,0.5,90.67560945798228,0.0,26,0.0114862374999991,train
158072,2019.6318992,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 52912  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,52912.0,80.0,54.0,0.011009599999852,1,25.0,25.0,0.5,87.21659403853138,0.0,26,0.011502383333332,train
158073,2019.6319833,10.128.187.49,10.128.187.151,TCP,54,"80  >  52912 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,52912.0,54.0,8.410000009462237e-05,0,25.0,25.0,0.5,90.5333610003078,0.0,26,0.011502383333332,train
158074,2019.6426972,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53039  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53039.0,80.0,54.0,0.0107138999999278,1,25.0,25.0,0.5,87.17462507065247,0.0,26,0.0114641666666652,test
158075,2019.6427725,10.128.187.49,10.128.187.151,TCP,54,"80  >  53039 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53039.0,54.0,7.530000016231497e-05,0,25.0,25.0,0.5,90.8379730341607,0.0,26,0.0114641666666652,train
158076,2019.6529193,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53086  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53086.0,80.0,54.0,0.0101467999998021,1,25.0,25.0,0.5,87.63089865490637,0.0,26,0.0114215083333325,train
158077,2019.6529936,10.128.187.49,10.128.187.151,TCP,54,"80  >  53086 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53086.0,54.0,7.430000005115289e-05,0,25.0,25.0,0.5,91.1774842673146,0.0,26,0.0114215083333325,test
158078,2019.6646092,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53115  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53115.0,80.0,54.0,0.011615600000141,1,25.0,25.0,0.5,87.49279934258156,0.0,26,0.011437275000001,train
158079,2019.6647373,10.128.187.49,10.128.187.151,TCP,54,"80  >  53115 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53115.0,54.0,0.0001280999999835,0,25.0,25.0,0.5,91.03398954274056,0.0,26,0.011437275000001,train
158080,2019.6755799,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53088  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53088.0,80.0,54.0,0.0108425999999326,1,25.0,25.0,0.5,87.60135915260408,0.0,26,0.0114035791666632,train
158081,2019.6756611,10.128.187.49,10.128.187.151,TCP,54,"80  >  53088 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53088.0,54.0,8.120000006783812e-05,0,25.0,25.0,0.5,91.31849663455267,0.0,26,0.0114035791666632,train
158082,2019.6870334,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53065  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53065.0,80.0,54.0,0.0113722999999481,1,25.0,25.0,0.5,87.69972735906984,0.0,26,0.0114721833333343,train
158083,2019.6870744,10.128.187.49,10.128.187.151,TCP,54,"80  >  53065 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53065.0,54.0,4.100000001017179e-05,0,25.0,25.0,0.5,90.78582027166324,0.0,26,0.0114721833333343,train
158084,2019.7082385,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53071  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53071.0,80.0,54.0,0.0211641000000781,1,25.0,25.0,0.5,84.3276120983246,0.0,26,0.0118652791666704,train
158085,2019.7083195,10.128.187.49,10.128.187.151,TCP,54,"80  >  53071 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53071.0,54.0,8.09999999091815e-05,0,25.0,25.0,0.5,87.76619927069791,0.0,26,0.0118652791666704,test
158086,2019.7187982,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53060  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53060.0,80.0,54.0,0.0104787000000214,1,25.0,25.0,0.5,84.67543904214494,0.0,26,0.0117314625000043,train
158087,2019.7188805,10.128.187.49,10.128.187.151,TCP,54,"80  >  53060 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53060.0,54.0,8.230000003095483e-05,0,25.0,25.0,0.5,88.76661977417746,0.0,26,0.0117314625000043,train
158088,2019.730228,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53091  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53091.0,80.0,54.0,0.0113474999998288,1,25.0,25.0,0.5,85.350536359875,0.0,26,0.0114127749999966,train
158089,2019.7303032,10.128.187.49,10.128.187.151,TCP,54,"80  >  53091 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53091.0,54.0,7.520000008298666e-05,0,25.0,25.0,0.5,91.2469368403298,0.0,26,0.0114127749999966,train
158090,2019.746732,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53110  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53110.0,80.0,54.0,0.0164288000000851,1,25.0,25.0,0.5,86.10799113156637,0.0,26,0.0116427875000037,train
158091,2019.7468148,10.128.187.49,10.128.187.151,TCP,54,"80  >  53110 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53110.0,54.0,8.279999997284904e-05,0,25.0,25.0,0.5,89.44233420161956,0.0,26,0.0116427875000037,train
158092,2019.7525643,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53097  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53097.0,80.0,54.0,0.0057494999998652,1,25.0,25.0,0.5,87.66270197491309,0.0,26,0.0113827083333338,train
158093,2019.7526464,10.128.187.49,10.128.187.151,TCP,54,"80  >  53097 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53097.0,54.0,8.210000009967189e-05,0,25.0,25.0,0.5,91.4855831528558,0.0,26,0.0113827083333338,test
158094,2019.7645901,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53026  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53026.0,80.0,54.0,0.0119437000000743,1,25.0,25.0,0.5,87.68078023267188,0.0,26,0.0115147125000021,train
158095,2019.7646637,10.128.187.49,10.128.187.151,TCP,54,"80  >  53026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53026.0,54.0,7.359999995060207e-05,0,25.0,25.0,0.5,90.43988876617142,0.0,26,0.0115147125000021,train
158096,2019.7753465,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 53040  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,53040.0,80.0,54.0,0.0106828000000405,1,25.0,25.0,0.5,87.10076059864483,0.0,26,0.0114385000000064,train
158097,2019.7754212,10.128.187.49,10.128.187.151,TCP,54,"80  >  53040 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,53040.0,54.0,7.469999991371878e-05,0,25.0,25.0,0.5,91.04194593781276,0.0,26,0.0114385000000064,train
158098,2019.7882617,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60624  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60624.0,80.0,54.0,0.0128405000000384,1,25.0,25.0,0.5,86.99924971847264,0.0,26,0.0115772541666672,train
158099,2019.7883383,10.128.187.49,10.128.187.151,TCP,54,"80  >  60624 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60624.0,54.0,7.660000005671463e-05,0,25.0,25.0,0.5,89.9504804614737,0.0,26,0.0115772541666672,train
158100,2019.7971601,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60693  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60693.0,80.0,54.0,0.0088217999998505,1,25.0,25.0,0.5,87.20457705435592,0.0,26,0.0115111124999979,test
158101,2019.7971955,10.128.187.49,10.128.187.151,TCP,54,"80  >  60693 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60693.0,54.0,3.54000001152599e-05,0,25.0,25.0,0.5,90.4806731472327,0.0,26,0.0115111124999979,train
158102,2019.8072754,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60688  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60688.0,80.0,54.0,0.0100798999999369,1,25.0,25.0,0.5,87.31602077843313,0.0,26,0.011453391666663,train
158103,2019.8073167,10.128.187.49,10.128.187.151,TCP,54,"80  >  60688 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60688.0,54.0,4.1300000020783045e-05,0,25.0,25.0,0.5,90.93465181305884,0.0,26,0.011453391666663,train
158104,2019.8199105,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60683  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60683.0,80.0,54.0,0.0125938000001042,1,25.0,25.0,0.5,86.95640075631229,0.0,26,0.011536679166672,train
158105,2019.8199863,10.128.187.49,10.128.187.151,TCP,54,"80  >  60683 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60683.0,54.0,7.57999998768355e-05,0,25.0,25.0,0.5,90.2670134364233,0.0,26,0.011536679166672,test
158106,2019.8303569,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60666  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60666.0,80.0,54.0,0.0103705999999874,1,25.0,25.0,0.5,87.01360266250497,0.0,26,0.0115025291666673,train
158107,2019.8304011,10.128.187.49,10.128.187.151,TCP,54,"80  >  60666 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60666.0,54.0,4.42000000475673e-05,0,25.0,25.0,0.5,90.5452963710322,0.0,26,0.0115025291666673,train
158108,2019.8518862,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60654  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60654.0,80.0,54.0,0.0214851000000635,1,25.0,25.0,0.5,84.02943315759842,0.0,26,0.0119137666666707,train
158109,2019.8519673,10.128.187.49,10.128.187.151,TCP,54,"80  >  60654 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60654.0,54.0,8.109999998850981e-05,0,25.0,25.0,0.5,87.40907271208494,0.0,26,0.0119137666666707,train
158110,2019.8622966,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60715  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60715.0,80.0,54.0,0.0103292999999666,1,25.0,25.0,0.5,84.38542265449733,0.0,26,0.0105997833333333,train
158111,2019.8623717,10.128.187.49,10.128.187.151,TCP,54,"80  >  60715 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60715.0,54.0,7.510000000365835e-05,0,25.0,25.0,0.5,98.2434464744146,0.0,26,0.0105997833333333,train
158112,2019.8736583,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60706  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60706.0,80.0,54.0,0.0112865999999485,1,25.0,25.0,0.5,94.09749026941734,0.0,26,0.0106328374999975,train
158113,2019.8737336,10.128.187.49,10.128.187.151,TCP,54,"80  >  60706 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60706.0,54.0,7.52999999349413e-05,0,25.0,25.0,0.5,97.93805144024616,0.0,26,0.0106328374999975,test
158114,2019.8853535,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60643  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60643.0,80.0,54.0,0.0116199000001415,1,25.0,25.0,0.5,93.6739016641294,0.0,26,0.0106753320000007,test
158115,2019.8854363,10.128.187.49,10.128.187.151,TCP,54,"80  >  60643 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60643.0,54.0,8.279999997284904e-05,0,24.0,24.0,0.52,89.9256315027714,0.0,27,0.011593352173913,train
158116,2019.8958787,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60696  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60696.0,80.0,54.0,0.0104423999998743,1,25.0,25.0,0.5,90.16462618111912,0.0,26,0.0115488458333269,train
158117,2019.8959532,10.128.187.49,10.128.187.151,TCP,54,"80  >  60696 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60696.0,54.0,7.449999998243584e-05,0,25.0,25.0,0.5,90.17236628164994,0.0,26,0.0115488458333269,train
158118,2019.9098624,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60631  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60631.0,80.0,54.0,0.013909200000171,1,25.0,25.0,0.5,85.86751261051548,0.0,26,0.0120421333333335,train
158119,2019.9099379,10.128.187.49,10.128.187.151,TCP,54,"80  >  60631 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60631.0,54.0,7.549999986622424e-05,0,25.0,25.0,0.5,86.47924653749612,0.0,26,0.0120421333333335,train
158120,2019.9301546,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60617  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60617.0,80.0,54.0,0.0202166999999917,1,25.0,25.0,0.5,80.83682278955146,0.0,26,0.012427308333334,train
158121,2019.9302291,10.128.187.49,10.128.187.151,TCP,54,"80  >  60617 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60617.0,54.0,7.449999998243584e-05,0,25.0,25.0,0.5,83.79984708203938,0.0,26,0.012427308333334,train
158122,2019.9397,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60626  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60626.0,80.0,54.0,0.0094708999999966,1,25.0,25.0,0.5,81.24355941685342,0.0,26,0.0123751166666655,train
158123,2019.9397746,10.128.187.49,10.128.187.151,TCP,54,"80  >  60626 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60626.0,54.0,7.460000006176415e-05,0,25.0,25.0,0.5,84.15315335329137,0.0,26,0.0123751166666655,train
158124,2019.9620662,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60642  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60642.0,80.0,54.0,0.0222916000000168,1,25.0,25.0,0.5,78.29781796511699,0.0,26,0.0128811208333369,test
158125,2019.962147,10.128.187.49,10.128.187.151,TCP,54,"80  >  60642 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60642.0,54.0,8.079999997789855e-05,0,25.0,25.0,0.5,80.846573576671,0.0,26,0.0128811208333369,train
158126,2019.9793551,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60619  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60619.0,80.0,54.0,0.0172081000000616,1,25.0,25.0,0.5,76.60217274401,0.0,26,0.0131144124999972,test
158127,2019.9794585,10.128.187.49,10.128.187.151,TCP,54,"80  >  60619 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60619.0,54.0,0.0001033999999435,0,25.0,25.0,0.5,79.40306680056042,0.0,26,0.0131144124999972,train
